no,petition_id,title,url,Category1,Category2,Category3,Category4,Category5
260,8688461,"The #FoodRichFuture Campaign: Save Lives with Saved Food (Houston, Texas)",https://api.change.org/p/the-foodrichfuture-campaign-save-lives-with-saved-food-houston-texas,Animal Rights,Wildlife,National,,
261,9044549,Stop Offshore Drilling in Aruban Waters,https://api.change.org/p/stop-offshore-drilling-in-aruban-waters,Global,Wildlife,Clean energy,,
262,7177088,The President of the Republic of the Philippines: NO TO COAL IN PALAWAN:  HELP PALAWAN PROTECT ITS ENVIRONMENT,https://api.change.org/p/the-president-of-the-republic-of-the-philippines-no-to-coal-in-palawan-help-palawan-protect-its-environment,Clean energy,Global,,,
263,9097571,Congressman Rodney Frelinghuysen: Town Hall Meeting with Congressman Rodney Frelinghuysen in NJ 11th District,https://api.change.org/p/congressman-rodney-frelinghuysen-town-hall-meeting-with-congressman-rodney-frelinghuysen-in-nj-11th-district,National,Political,,,
264,9038264,President Rodrigo R. Duterte: Ratify the Paris Agreement and Include the Climate Change in the Social Development Agenda,https://api.change.org/p/president-rodrigo-r-duterte-ratify-the-paris-agreement-and-include-the-climate-change-in-the-social-development-agenda,Paris Agreement,Global,,,
265,9845486,Federal Energy Regulatory Commission (FERC): Stop the Southeast Market Pipelines Project!,https://api.change.org/p/federal-energy-regulatory-commission-ferc-stop-the-southeast-market-pipelines-project,Clean energy,Landscapes and forests,National,,
266,7276562,Environment Minister: Stop Killing Nilgai,https://api.change.org/p/environment-minister-stop-killing-nilgai,Animal Rights,Wildlife,Global,,
267,7667306,Rt Hon Theresa May MP: Reinstate a Minister for Climate Change,https://api.change.org/p/rt-hon-theresa-may-mp-reinstate-a-minister-for-climate-change,Global,Political,,,
268,9947957,nationalgeographic.org:   come lets take action on climate change,https://api.change.org/p/nationalgeographic-org-come-lets-take-action-on-climate-change,Recycle,,,,
269,8550431,California State Lands Commission: Solar-powered desalination on California Coast,https://api.change.org/p/california-state-lands-commission-solar-powered-desalination-on-california-coast-586e3155-d7c6-43e2-9dbe-b06737e38c7d,National,Water Crisis,,,
270,9690269,Donald Trump: We Believe Climate Change is Real,https://api.change.org/p/donald-trump-we-believe-climate-change-is-real,National,Political,US Elections,,
271,5699670,Thank the Governor for Protecting our Kids’ Health,https://api.change.org/p/thank-the-governor-for-protecting-our-kids-health,Clean energy,Pollution,National,,
272,8542235,Barack Obama / Joe Biden  Demand safety for the Iberian Lynx,https://api.change.org/p/barack-obama-joe-biden-demand-safety-for-the-iberian-lynx,National,Political,Animal Rights,,
273,7263611,"Ministry of Environment, Forests and Climate Change : Stop Ken-Betwa river linking project",https://api.change.org/p/ministry-of-environment-forests-and-climate-change-stop-ken-betwa-river-linking-project,Landscapes and forests,Wildlife,Animal Rights,Global,
274,7513859,"Anil Madhav Dave : Say ""NO"" to the buying & selling of animals on classified ad. websites (quikr / olx, etc).",https://api.change.org/p/anil-madhav-dave-say-no-to-the-buying-selling-of-animals-on-classified-ad-websites-quikr-olx-etc,Wildlife,Animal Rights,Global,,
275,7986263,Permanently Ban Oil and Gas Drilling in the Adriatic Sea,https://api.change.org/p/permanently-ban-oil-and-gas-drilling-in-the-adriatic-sea,Clean energy,Global,,,
276,7603637,Newcastle City Council : Save Dewley Hill from Open-Cast Mining,https://api.change.org/p/newcastle-city-council-save-dewley-hill-from-open-cast-mining,Clean energy,Global,,,
277,9792704,Please ask Hudson's Bay Company to stop selling Trump merchandise,https://api.change.org/p/please-ask-hudson-s-bay-company-to-stop-selling-trump-merchandise,Global,Political,US Elections,National,
278,5666526,"Massachusetts Governor, MBTA Fiscal and Management Control Board: Keep Late Night Weekend MBTA Service",https://api.change.org/p/massachusetts-governor-mbta-fiscal-and-management-control-board-keep-late-night-weekend-mbta-service,National,Human Rights,,,
279,9849200,Scott Walker: End the debate in Wisconsin! Climate Change is real!,https://api.change.org/p/scott-walker-end-the-debate-in-wisconsin-climate-change-is-real,National,Clean energy,,,
280,566706,Build a Better World: Sign the Amherst Declaration on Global Citizenship,https://api.change.org/p/build-a-better-world-sign-the-amherst-declaration-on-global-citizenship,Global,Human Rights,Clean energy,,
281,6702188,President of the Canadian Broadcasting Corporation Hubert Lacroix: Kristin Henry's Hunger Strike Should Be Covered By The CBC,https://api.change.org/p/president-of-the-canadian-broadcasting-corporation-hubert-lacroix-kristin-henry-s-hunger-strike-should-be-covered-by-the-cbc,Global,Human Rights,,,
282,7159937,"Kathleen Wynne: Kathleen Wynne, we don't need a wider Queensway",https://api.change.org/p/kathleen-wynne-kathleen-wynne-we-don-t-need-a-wider-queensway,Global,Pollution,,,
283,5510490,"UK Oil & Gas Investments PLC, Solo Oil PLC, Angus Energy Ltd: 
We pledge non-violent direct action against any attempt, by you or any other party, to drill for gas & oil on Isle of Wight soil.",https://api.change.org/p/uk-oil-gas-investments-plc-solo-oil-plc-angus-energy-ltd-we-pledge-non-violent-direct-action-against-any-attempt-by-you-or-any-other-party-to-drill-for-gas-oil-on-isle-of-wight-soil,Global,Clean energy,,,
284,6975269,Australian election candidates: Support clean energy,https://api.change.org/p/australian-election-candidates-support-clean-energy-4,Global,Clean energy,Elections,,
285,8580245,Bring down the wall blocking Elephant Corridor!,https://api.change.org/p/bring-down-the-wall-blocking-elephant-corridor,Animal Rights,Global,,,
286,6059302,"President of the United States: We The People decide, not Superdelegates",https://api.change.org/p/president-of-the-united-states-we-the-people-decide-not-superdelegates,Political,National,US Elections,,
287,6900185,"Change Green Party name to the ""Progressive Party"" in order to gain wider liberal support",https://api.change.org/p/change-green-party-name-to-the-progressive-party-in-order-to-gain-wider-liberal-support,Political,National,US Elections,Clean energy,
288,4660026,"United Nations, United Nations Development Program, UNEP, IPCC, Council of the European Union: Protect life on Earth! Stop geoengineering!",https://api.change.org/p/united-nations-united-nations-development-program-unep-ipcc-council-of-the-european-union-protect-life-on-earth-stop-geoengineering,Global,Business Greed,,,
289,6101178,"CNN’s Anderson Cooper, Wolf Blitzer and Fareed Zakaria: News Shows’ Hosts Must Ask Questions of Presidential Candidates on Climate Change",https://api.change.org/p/cnn-s-anderson-cooper-wolf-blitzer-and-fareed-zakaria-news-shows-hosts-must-ask-questions-of-presidential-candidates-on-climate-change,Political,National,US Elections,,
290,6247091,Lawrence Hogan: Petition to Oppose Offshore Drilling,https://api.change.org/p/lawrence-hogan-petition-to-oppose-offshore-drilling,Clean energy,Business Greed,National,,
291,7358399,Support Public lands for ALL Americans,https://api.change.org/p/support-public-lands-for-all-americans-2,Landscapes and forests,National,,,
292,6399173,This election call for leaders who protect our Reef,https://api.change.org/p/this-election-call-for-leaders-who-protect-our-reef,Political,National,US Elections,,
293,8541986,Avoid Smoking: Prevent Climate Change,https://api.change.org/p/avoid-smoking-prevent-climate-change,Pollution,,,,
294,7121090,"Jeff Leal, Minister of Agriculture: Allow urban beekeeping in Ontario - drop the 30 m bylaw",https://api.change.org/p/jeff-leal-minister-of-agriculture-allow-urban-beekeeping-in-ontario-drop-the-30-m-bylaw,Global,Sustainability,Animal Rights,,
295,6792152,"Kolkata Corporation: Stop hacking trees of Kolkata. Save trees, Plant trees , Make Kolkata Green",https://api.change.org/p/kolkata-corporation-stop-hacking-trees-of-kolkata-save-trees-plant-trees-make-kolkata-green,Landscapes and forests,Global,,,
296,8731604,"Donald Trump: President-elect Trump, acknowledge that Climate Change is real",https://api.change.org/p/donald-trump-president-elect-trump-acknowledge-that-climate-change-is-real,Political,National,US Elections,,
297,8178797,"Rt Hon Andrea Leadsom MP : 
“Save the world while there is still time – help stop climate change”",https://api.change.org/p/rt-hon-andrea-leadsom-mp-save-the-world-while-there-is-still-time-help-stop-climate-change,Global,Clean energy,,,
298,7078490,International Treaty to Protect and Restore Mother Earth,https://api.change.org/p/international-treaty-to-protect-and-restore-mother-earth,Global,,,,
299,7390004,Healing Inspirations: End Geoengineering Worldwide,https://api.change.org/p/healing-inspirations-end-geoengineering-worldwide,Global,,,,
300,7612943,The Edina City Council: KEEP EDINA'S BRAEMAR GREEN AND SAFE!,https://api.change.org/p/the-edina-city-council-keep-edina-s-braemar-green-and-safe,National,Pollution,Health and Safety,,
301,8426960,Minister Speakman: Sydney needs a marine park with sanctuary zones,https://api.change.org/p/minister-speakman-sydney-needs-a-marine-park-with-sanctuary-zones,Global,Wildlife,,,
302,8120123,Prime Minister of India: AMEND THE PREVENTION OF CRUELTY TO ANIMALS ACT IN INDIA,https://api.change.org/p/prime-minister-of-india-amend-the-prevention-of-cruelty-to-animals-act-in-india,Animal Rights,Global,,,
303,8579960,Protect our Koalas from habitat destruction for Baird's political gain.,https://api.change.org/p/protect-our-koalas-from-habitat-destruction-for-baird-s-political-gain,Global,Animal Rights,,,
304,8506103,U.S. Fish and Wildlife Service: Protect the Venus Flytrap - Endangered Species Petition,https://api.change.org/p/u-s-fish-and-wildlife-service-protect-the-venus-flytrap-endangered-species-petition,National,Landscapes and forests,,,
305,6140770,Supreme Court of India: Ban the USE and Production of Fire Crackers,https://api.change.org/p/supreme-court-of-india-ban-the-use-and-production-of-fire-crackers,Global,Human Rights,,,
306,8070005,Niall Blair: Introduce Mandatory Palm/Vegetable Oil Labelling in NSW,https://api.change.org/p/niall-blair-introduce-mandatory-palm-vegetable-oil-labelling-in-nsw,Palm Oil,Business Greed,Global,,
307,8762051,Tell Donald Trump to Oppose the Dakota Access Pipeline for Fracked Oil,https://api.change.org/p/tell-donald-trump-to-oppose-the-dakota-access-pipeline-for-fracked-oil,Clean energy,National,Political,,
308,7518875,People for the Ethical Treatment of Animals (PETA): closing down Weston-super-Mare's dairy festival,https://api.change.org/p/people-for-the-ethical-treatment-of-animals-peta-closing-down-weston-super-mare-s-dairy-festival,Global,Animal Rights,,,
309,7169228,Grant permission for local food growers - Wealden council intention to evict is a waste of public resources - sign now,https://api.change.org/p/grant-permission-for-local-food-growers-wealden-council-intention-to-evict-is-a-waste-of-public-resources-sign-now,Waste,Global,Environment,,
310,8541983,United States Department of Health and Human Services: STOP CLIMATE CHANGE BEFORE IT CHANGE YOU,https://api.change.org/p/united-states-department-of-health-and-human-services-stop-climate-change-before-it-change-you,National,Political,,,
311,8892614,Draft President Obama for Speaker of the House in 2018,https://api.change.org/p/draft-president-obama-for-speaker-of-the-house-in-2018,National,Political,,,
312,5815918,Bernie Sanders: Sen. Bernie Sanders: Please work to put pressure on Govt. to cut meat industry subsidies,https://api.change.org/p/bernie-sanders-sen-bernie-sanders-please-work-to-put-pressure-on-govt-to-cut-meat-industry-subsidies,National,Political,,,
313,6781451,Minister of the Environment and Climate Change: Make Unifor Accountable for Turbine's Noise,https://api.change.org/p/minister-of-the-environment-and-climate-change-make-unifor-accountable-for-turbine-s-noise,Global,Pollution,,,
314,7408811,The Brazilian Government: STOP AMAZON DEFORESTATION,https://api.change.org/p/the-brazilian-government-stop-amazon-deforestation,Landscape and forests,,,,
315,4680026,"Politicos, Governo e Administradores das Grandes Empresas em Portugal: Youth Says NO to Oil in Portugal / Os Jovens Dizem Nao Ao Petroleo em Portugal",https://api.change.org/p/politicos-governo-e-administradores-das-grandes-empresas-em-portugal-youth-says-no-to-oil-in-portugal-os-jovens-dizem-nao-ao-petroleo-em-portugal,Global,Clean energy,,,
316,8587193,"The Hon. (Mike) Michael Bruce BAIRD, MP: Protect our Koalas from habitat destruction for Baird's profit & political gain.",https://api.change.org/p/the-hon-mike-michael-bruce-baird-mp-protect-our-koalas-from-habitat-destruction-for-baird-s-profit-political-gain,Business greed,Landscapes and forests,Global,,
317,6659810,STOP la contaminación del aire en Almería - STOP Air Pollution in Almeria!!!,https://api.change.org/p/stop-la-contaminaci%C3%B3n-del-aire-en-almer%C3%ADa-stop-air-pollution-in-almeria,Pollution,Global,,,
318,6326726,Stop the Carbon Tax,https://api.change.org/p/stop-the-carbon-tax,Clean energy,Global,Taxes,,
319,7705760,President of Bolivia Evo Morales: LET'S PROTECT THE MADIDI NATIONAL PARK AND AMAZON FOREST!,https://api.change.org/p/president-of-bolivia-evo-morales-let-s-protect-the-madidi-national-park-and-amazon-forest,Global,Landscapes and forests,,,
320,1082702,TRANSPLANT SIBERIAN TIGERS TO ALASKA,https://api.change.org/p/transplant-siberian-tigers-to-alaska,Wildlife,National,,,
321,8635136,"Prime Minister Office: Delhi Haze: Ban crackers to start with, understand the urgency that is ""Climate Change""",https://api.change.org/p/prime-minister-office-delhi-haze-ban-crackers-to-start-with-understand-the-urgency-that-is-climate-change,Pollution,Global,Political,,
322,9914576,"Plea to Reconsider the proposed 'Prevention of Cruelty to Animals (Pet Shop) Rules, 2016'",https://api.change.org/p/plea-to-reconsider-the-proposed-prevention-of-cruelty-to-animals-pet-shop-rules-2016,Animal Rights,Global,,,
323,8819846,"H. E. John D. Mahama, President of the Republic of Ghana; Rt. Hon. Edward K. Doe Adjaho, Speaker of : Extend E.I. 59 Notice Deadline, Hold Hearings & Reconsider Proposed Marine Drive Project",https://api.change.org/p/h-e-john-d-mahama-president-of-the-republic-of-ghana-rt-hon-edward-k-doe-adjaho-speaker-of-extend-e-i-59-notice-deadline-hold-hearings-reconsider-proposed-marine-drive-project,National,Landscapes and forests,Human Rights,,
324,6691358,The Red Nation : Abolish The University of New Mexico's Racist Seal!,https://api.change.org/p/the-red-nation-abolish-the-university-of-new-mexico-s-racist-seal,National,Human Rights,,,
325,28831,"No dirty oil from Canadian oil sands, ever",https://api.change.org/p/no-dirty-oil-from-canadian-oil-sands-ever,Global,Clean energy,,,
326,25158,Protect the EPA,https://api.change.org/p/protect-the-epa,National,Political,Environment,,
327,8986103,FOKIS: Stop the Assault on Climate Research funding.,https://api.change.org/p/fokis-stop-the-assault-on-climate-research-funding,Education,National,Political,,
328,6168602,University at Buffalo Foundation : Divest the University at Buffalo Endowment from Fossil Fuels,https://api.change.org/p/university-at-buffalo-foundation-divest-the-university-at-buffalo-endowment-from-fossil-fuels,Education,National,,,
329,6576329,Chief Minister of Uttarakhand: Petition to save Dehradun's tea estates from destruction in the name of 'Smart Cities',https://api.change.org/p/chief-minister-of-uttarakhand-petition-to-save-dehradun-s-tea-estates-from-destruction-in-the-name-of-smart-cities,National,Political,,,
330,2629881,Councillor Phil Bale: Please declare Cardiff as a frack free Local Authority,https://api.change.org/p/councillor-phil-bale-please-declare-cardiff-as-a-frack-free-local-authority,Global,Clean energy,Water,,
331,8881439,"Google, Inc: Tell Google News to Stop Relegating Climate Change to the Science Section",https://api.change.org/p/google-inc-tell-google-news-to-stop-relegating-climate-change-to-the-science-section,Education,,,,
332,7305992,At least 2 trees per 1000 square feet agriculture land to fight drought and climate change,https://api.change.org/p/at-least-2-trees-per-1000-square-feet-agriculture-land-to-fight-drought-and-climate-change,Global,Landscapes and forests,,,
333,4301680,SAVE SAN FRANCISCO's TREES and PREVENT HEAVIER TRAFFIC and INCREASED POLLUTION,https://api.change.org/p/save-san-francisco-s-trees-and-prevent-heavier-traffic-and-increased-pollution,National,Landscapes and forests,Pollution,,
334,9723242,Virgin Islands Governor: Create a more efficient recycling program in the U.S. Virgin Islands,https://api.change.org/p/virgin-islands-governor-create-a-more-efficient-recycling-program-in-the-u-s-virgin-islands,National,Recycle,,,
335,6416375,Petitioning Social Initiative 'De-Concretise- Save Trees save Mother Nature’,https://api.change.org/p/petitioning-social-initiative-de-concretise-save-trees-save-mother-nature,Global,Landscapes and forests,,,
336,9075521,U.S. Senate: Renew tax credits for clean energy and energy-efficient appliances.,https://api.change.org/p/u-s-senate-renew-tax-credits-for-clean-energy-and-energy-efficient-appliances,National,Political,Clean energy,,
337,41954,Pledge to be a Man AGAINST Demand for Prostitution,https://api.change.org/p/pledge-to-be-a-man-against-demand-for-prostitution,National,Sex Trafficking,,,
338,8126270,Mayor Hillary Schieve: Recycling more in Reno,https://api.change.org/p/mayor-hillary-schieve-recycling-more-in-reno,National,Recycle,,,
339,8029166,"Petition to urge the government to impose a complete ban on desposable Plastic bags in the country before it kills all of us. #TogetherWeCan        
 #De-Plasticize",https://api.change.org/p/petition-to-urge-the-government-to-impose-a-complete-ban-on-desposable-plastic-bags-in-the-country-before-it-kills-all-of-us-togetherwecan-de-plasticize,Recycle,Global,,,
340,8736122,"Speak for the Salmon - Free the Snake. 
Honor and Respect Treaty Rights of the Nez Perce",https://api.change.org/p/speak-for-the-salmon-free-the-snake-honor-and-respect-treaty-rights-of-the-nez-perce,Wildlife,Global,,,
341,6854519,"Prime Minister of India: Save Titilagarh and Bolangir from desertification, heat wave and water crisis",https://api.change.org/p/prime-minister-of-india-save-titilagarh-and-bolangir-from-desertification-heat-wave-and-water-crisis,Water Crisis,Global,,,
342,8954483,Joe Manchin: Petition Urging Senator Manchin to Oppose Sessions Nomination,https://api.change.org/p/joe-manchin-petition-urging-senator-manchin-to-oppose-sessions-nomination,National,Political,Human Rights,,
343,7031588,President Paul McNulty: Let President McNulty do his job and act like adults for a change,https://api.change.org/p/president-paul-mcnulty-let-president-mcnulty-do-his-job-and-act-like-adults-for-a-change,National,Political,US Elections,,
344,8970089,Michael Bennet: Introduce Meatless Mondays to Schools in Denver County,https://api.change.org/p/michael-bennet-introduce-meatless-mondays-to-schools-in-denver-county,Vegan Diet,Education,National,,
345,9968039,Rep. Leonard Lance:  7th District Residents Want Town Hall Meeting with Congressman Leonard Lance,https://api.change.org/p/rep-leonard-lance-7th-district-residents-want-town-hall-meeting-with-congressman-leonard-lance,National,Political,US Elections,,
346,48588,Please Ban Hydraulic Fracking,https://api.change.org/p/please-ban-hydraulic-fracking,National,Water,Pollution,,
347,6857012,Roger Anderson : Durham Region Transit – Freeze the Fares and Improve Service!,https://api.change.org/p/roger-anderson-durham-region-transit-freeze-the-fares-and-improve-service,Global,Human Rights,,,
348,6588581,European Commission: Adopt a vegan and vegetarian labelling requirement in the EU now,https://api.change.org/p/european-commission-adopt-a-vegan-and-vegetarian-labelling-requirement-in-the-eu-now,Vegan Diet,Global,,,
349,7569719,Toronto City Council: Support Laneway Housing,https://api.change.org/p/toronto-city-council-support-laneway-housing,Global,Urban Planning,Political,,
350,6339368,Australian election candidates: Support clean energy,https://api.change.org/p/australian-election-candidates-support-clean-energy,Global,Clean energy,Elections,,
351,9787994,Minister Steven Miles: Please help stop a new Coal Mine near the Great Sandy Strait in QLD.,https://api.change.org/p/minister-steven-miles-please-help-stop-a-new-coal-mine-near-the-great-sandy-strait-in-qld,Global,Clean energy,,,
352,6278684,minister@education.gov.ie: Make Irish schools carbon free by 2020,https://api.change.org/p/minister-education-gov-ie-make-irish-schools-carbon-free-by-2020,Global,Education,,,
353,6722081,Reform the Humane Society of Weld County,https://api.change.org/p/reform-the-humane-society-of-weld-county,National,Animal Rights,,,
354,6782033,The people of California: Have Governor Jerry Brown endorse Bernie Sanders for president.,https://api.change.org/p/the-people-of-california-have-governor-jerry-brown-endorse-bernie-sanders-for-president,National,Political,US Elections,,
355,7260467,Minister of Environment Forests & Climate Change Government of India: Culling of Rhesus Macaques in Himachal Pradesh,https://api.change.org/p/minister-of-environment-forests-climate-change-government-of-india-culling-of-rhesus-macaques-in-himachal-pradesh,Global,Landscapes and forests,,,
356,7117955,"Australia’s CSIRO chief executive, Dr Larry Marshall: Satellite altimetry community protests at the sacking of CSIRO climate researchers",https://api.change.org/p/australia-s-csiro-chief-executive-dr-larry-marshall-satellite-altimetry-community-protests-at-the-sacking-of-csiro-climate-researchers,Global,Education,,,
357,7084010,Ed Murray: Save the Orca Whales in the Puget Sound,https://api.change.org/p/ed-murray-save-the-orca-whales-in-the-puget-sound-70f45827-18bc-4d59-92f9-e8447cf76078,Wildlife,National,,,
358,8479889,Zukunfts-Fleisch jetzt! Die Schweiz soll die Entwicklung von künstlichem Fleisch fördern!,https://api.change.org/p/zukunfts-fleisch-jetzt-die-schweiz-soll-die-entwicklung-von-k%C3%BCnstlichem-fleisch-f%C3%B6rdern,National,Recycle,,,
359,5950418,North Carolina State University: Reduce our carbon footprint; bring on Just Mayo!,https://api.change.org/p/north-carolina-state-university-reduce-our-carbon-footprint-bring-on-just-mayo,National,Recycle,,,
360,8862188,Keep Donald Trump's hands off our planet – let's build a Climate Wall,https://api.change.org/p/keep-donald-trump-s-hands-off-our-planet-let-s-build-a-climate-wall,Global,Animal Rights,,,
361,7187177,Andrew Barr (ALP) Chief minister : Stop the destruction of the Murrumbidgee River corridor before it's too late,https://api.change.org/p/andrew-barr-alp-chief-minister-stop-the-destruction-of-the-murrumbidgee-river-corridor-before-it-s-too-late,Global,Landscapes and forests,,,
362,6947309,"CHANGE OUR LITTERING HABITS - DON'T BAN PLASTICS IF YOU CAN LIVE WITHOUT PLASTICS for 24 HOURS - Use,Reuse,Recycle Instead of Banning. . . DON'T BAN PLASTICS,MANAGE PLASTICS,PLASTICS WASTE IS WEALTH,MANAGE THE WEALTH UR WASTE WILL BE MANAGED AUTOMATICALLY",https://api.change.org/p/change-our-littering-habits-don-t-ban-plastics-if-you-can-live-without-plastics-for-24-hours-use-reuse-recycle-instead-of-banning-don-t-ban-plastics-manage-plastics-plastics-waste-is-wealth-manage-the-wealth-ur-waste-will-be-managed-automatically,Global,Recycle,,,
363,7443104,"Association of American Universities: Dismiss Boston University Professor Eric Ruske, Dean Kenneth Elmore, and President Brown",https://api.change.org/p/association-of-american-universities-dismiss-boston-university-professor-eric-ruske-dean-kenneth-elmore-and-president-brown,Human Rights,National,,,
364,5596126,United States Department of Agriculture (USDA): Rethink Palm Oil and Save Biodiversity,https://api.change.org/p/united-states-department-of-agriculture-usda-rethink-palm-oil-and-save-biodiversity,National,Political,Palm Oil,,
365,6194366,The Hershey Company: Reduce Plastic Pollution of the Ocean,https://api.change.org/p/the-hershey-company-reduce-plastic-pollution-of-the-ocean,National,Wildlife,Pollution,,
366,6631412,"MINISTRY OF ENVIRONMENT, FOREST AND CLIMATE CHANGE: MAKE STRAY DOG SHELTERS - CHILDREN  HAD BEEN THE WORST VICTIMS OF STRAY DOG BITES.",https://api.change.org/p/ministry-of-environment-forest-and-climate-change-make-stray-dog-shelters-children-had-been-the-worst-victims-of-stray-dog-bites,Global,Animal Rights,,,
367,8665763,Nicola Sturgeon: Ban of public sale of fireworks in Scotland,https://api.change.org/p/nicola-sturgeon-ban-of-public-sale-of-fireworks-in-scotland,Global,Animal Rights,,,
368,7466003,Shri Anil Madhav Dave: Let Our Rivers Run Free!,https://api.change.org/p/shri-anil-madhav-dave-let-our-rivers-run-free,Global,Water Crisis,,,
369,9046019,Vitalite: Make Vitalite Dairy-Free Margarine Palm-Oil Free,https://api.change.org/p/vitalite-make-vitalite-dairy-free-margarine-palm-oil-free,Palm Oil,Global,Vegan Diet,,
370,9800024,BUSD Administration: Berkeley High Principal Pasarow: Families Deserve Information,https://api.change.org/p/busd-administration-berkeley-high-principal-pasarow-families-deserve-information,National,,,,
371,9902360,President Obama: A stable climate is a constitutional right for all children.,https://api.change.org/p/president-obama-a-stable-climate-is-a-constitutional-right-for-all-children,National,Political,,,
372,9637784,"Planningpolicy@sthelens.gov.uk: Protect the Green Belt Land and Wildlife in Rainford, St Helens, Merseyside.",https://api.change.org/p/planningpolicy-sthelens-gov-uk-protect-the-green-belt-land-and-wildlife-in-rainford-st-helens-merseyside,Global,Landscapes and forests,Wildlife,,
373,25173,Good for the EPA's new plans to curb emissions,https://api.change.org/p/good-for-the-epa-s-new-plans-to-curb-emissions,National,Political,Clean energy,,
374,5786574,"jack.seiler@fortlauderdale.gov, RRogers@fortlauderdale.gov, broberts@fortlauderdale.gov, DTrantalis@fortlauderdale.gov, rmckinzie@fortlauderdale.gov , lfeldman@fortlauderdale.gov: STOP the Bahia Mar Towers!",https://api.change.org/p/jack-seiler-fortlauderdale-gov-rrogers-fortlauderdale-gov-broberts-fortlauderdale-gov-dtrantalis-fortlauderdale-gov-rmckinzie-fortlauderdale-gov-lfeldman-fortlauderdale-gov-stop-the-bahia-mar-towers,National,Wildlife,,,
375,2295346,Councillor Emlyn Dole: Please declare Carmarthenshire as a frack free Local Authority.,https://api.change.org/p/councillor-emlyn-dole-please-declare-carmarthenshire-as-a-frack-free-local-authority,Global,Clean energy,,,
376,8860247,Donald Trump: acknowledge the threat of climate change,https://api.change.org/p/donald-trump-acknowledge-the-threat-of-climate-change-9bb71582-7966-409f-a9e9-d861eefe860c,National,Political,,,
377,6394760,"Maine Legislature: Support Maine's Solar Bill for Clean, Efficient, Abundant Energy",https://api.change.org/p/maine-legislature-support-maine-s-solar-bill-for-clean-efficient-abundant-energy-2,Clean energy,Global,,,
378,8616128,"Ban Fire Crackers! Not just during Diwali, for every occasion. Let's breathe clean air!!",https://api.change.org/p/ban-fire-crackers-not-just-during-diwali-for-every-occasion-let-s-breathe-clean-air,Pollution,Global,,,
379,6702989,Barack Obama: STOP POACHING!,https://api.change.org/p/barack-obama-stop-poaching,National,Political,,,
380,6754739,British supermarkets: British supermarkets to sell only products containing SUSTAINABLE palm oil,https://api.change.org/p/british-supermarkets-british-supermarkets-to-sell-only-products-containing-sustainable-palm-oil,Palm Oil,Global,landscape and forests,,
381,6705572,Tell Cuomo: Buy Electric Buses For MTA To Save Lives & End Climate Disaster,https://api.change.org/p/tell-cuomo-buy-electric-buses-for-mta-to-save-lives-end-climate-disaster,Clean energy,National,,,
382,9799049,Walmart: Stop donating to politicians that deny climate change,https://api.change.org/p/walmart-stop-donating-to-politicians-that-deny-climate-change,Business greed,Political,National,,
383,7625888,"PM: Free the Institute (Indian Institute of Forest Management, Bhopal) from Bureaucracy",https://api.change.org/p/pm-free-the-institute-indian-institute-of-forest-management-bhopal-from-bureaucracy,Global,Landscapes and forests,,,
384,5580766,The Sustainability Secret : Help raise awareness,https://api.change.org/p/the-sustainability-secret-help-raise-awareness,Education,Sustainability,Global,,
385,6301592,"Mike Pence: Governor Pence, Deny Waukesha's Application to Divert Great Lakes Water",https://api.change.org/p/mike-pence-governor-pence-deny-waukesha-s-application-to-divert-great-lakes-water,Water,Political,,,
386,8799395,"Donald Trump: Tell Donald Trump: Remove Myron Ebell, Climate-Change Denier",https://api.change.org/p/donald-trump-tell-donald-trump-remove-myron-ebell-climate-change-denier,National,Political,,,
387,7169282,DGRM - Director General: Objection to Offshore Drilling Licence in Aljezur offshore being granted to ENI,https://api.change.org/p/dgrm-director-general-objection-to-offshore-drilling-licence-in-aljezur-offshore-being-granted-to-eni,Pollution,Clean energy,,,
388,8859716,Stop Donald Trump: Sign The American Climate Pledge,https://api.change.org/p/stop-donald-trump-sign-the-american-climate-pledge,National,Political,,,
389,9081638,Support CSUSM  students to Ban Plastic Straws in Beach Cities!,https://api.change.org/p/support-csusm-students-to-ban-plastic-straws-in-beach-cities,Recycle,National,,,
390,7402550,Council of the European Union: We call for the resignation of Martin Schulz and Jean-Claude Juncker from their EU posts.,https://api.change.org/p/council-of-the-european-union-we-call-for-the-resignation-of-martin-schulz-and-jean-claude-juncker-from-their-eu-posts,Global,,,,
391,9665717,President-Elect Trump Must Adopt a Green Energy Platform and Address Climate Change,https://api.change.org/p/president-elect-trump-must-adopt-a-green-energy-platform-and-address-climate-change,Clean energy,Political,National,,
392,9096341,"House Committee on Science, Space, and Technology: To the House Science Committee: Stop Denying Climate Change! Appoint Real Scientists!",https://api.change.org/p/house-committee-on-science-space-and-technology-to-the-house-science-committee-stop-denying-climate-change-appoint-real-scientists,National,Political,,,
393,7067045,Malcolm Turnbull: Fully fund the Australian Renewable Energy Agency,https://api.change.org/p/malcolm-turnbull-fully-fund-the-australian-renewable-energy-agency,Education,Global,Clean energy,,
394,3802400,Leader of Powys County Council Barry Thomas: Please declare Powys as a frack free Local Authority,https://api.change.org/p/leader-of-powys-county-council-barry-thomas-please-declare-powys-as-a-frack-free-local-authority,Pollution,Global,Clean energy,,
395,22800,Free Jailed Falsely,https://api.change.org/p/free-jailed-falsely,National,Human Rights,,,
